parcelid,neighborhood,latitude,longitude
21722409,V732,35.08838612,-81.03281193
21722441,V732,35.09196616,-81.03437972
01502352,B521,35.40753579,-80.9157022
11120159,L135,35.22722826,-80.64763427
22917249,W968,35.05298184,-80.7818501
14313638,O303,35.18576505,-80.90887928
21729313,V711,35.07309042,-81.02103561
04520235,E527,35.28450504,-80.81764434
03717650,D742,35.32206603,-80.85142553
21932948,V917,35.09570771,-80.97747919
21932847,V917,35.09203711,-80.97865781
21932656,V917,35.09282519,-80.9810904
09101105,J114,35.25614243,-80.78220702
09104324,J114,35.25000416,-80.78685497
23125319,X113,35.0773623,-80.73411724
02744258,C730,35.33155645,-80.78206121
02746201,C727,35.34506504,-80.81675694
02726157,C701,35.3400871,-80.77548036
02728234,C715,35.34409012,-80.78075355
02729104,C715,35.34331927,-80.78176931
09301104,J114,35.24810329,-80.7820901
21159468,V136,35.10541162,-80.80572055
09303530,J311,35.24235117,-80.78957983
09303548,J311,35.24401311,-80.78920029
01943713,B925,35.41562906,-80.81298244
00728231,A742,35.47965451,-80.8251768
00728325,A742,35.48285129,-80.82758212
00728359,A742,35.47964096,-80.82705462
01741350,B721,35.39714022,-80.84554066
01741438,B721,35.39467754,-80.84589246
04302337,E330,35.30694995,-80.81966836
09705517,J713,35.25534814,-80.74927234
09715105,J712,35.25899887,-80.75878352
09905211,J910,35.23700119,-80.77336789
09905516,J910,35.24196174,-80.77281308
18717403,S720,35.14534896,-80.78211487
09912502,J902,35.23704058,-80.76235823
09916102,J909,35.24081101,-80.75696134
10804817,K802,35.23737785,-80.71184493
10116327,K102,35.2180689,-80.77827509
10321311,K314,35.22127517,-80.72803633
10903213,K910,35.21932368,-80.71555299
21726229,V726,35.07123603,-81.01409632
10913303,K913,35.21237089,-80.7186744
22736264,W722,35.10091824,-80.74737693
22750103,W713,35.09539139,-80.70880868
22750236,W713,35.09706062,-80.71010422
22905422,W926,35.03355926,-80.81721592
04117140,E112,35.30074458,-80.85075759
08916143,I911,35.27970562,-80.77952376
00315208,A323,35.49297457,-80.83119443
00315318,A323,35.49278596,-80.83068493
01306225,B311,35.39483846,-80.92492187
01506413,B508,35.39172895,-80.90561222
02719503,C743,35.35115256,-80.81342812
02719174,C743,35.35072746,-80.81700933
02732239,C709,35.34373047,-80.79183669
13931344,N928,35.21462243,-80.60595397
19927256,T907,35.17064042,-80.98185968
02118302,C104,35.3898833,-80.79966946
02512516,C517,35.33478996,-80.85213143
02772350,C745,35.36291847,-80.81226539
01717307,CRB710,35.39494129,-80.86889647
01717309,CRB710,35.39494129,-80.86889647
01717340,CRB710,35.39494129,-80.86889647
23112219,X103,35.05680753,-80.75643705
19954272,T935,35.15183713,-80.97227953
22942631,W922,35.0358481,-80.77858634
23105660,X126,35.0692747,-80.74680147
23122109,X117,35.05821442,-80.74097985
23125123,X113,35.0754151,-80.73058098
23125155,X114,35.07718754,-80.73061959
02110206,C102,35.40942509,-80.76934637
19964211,T914,35.13087281,-80.990181
02710717,C736,35.36095279,-80.79210751
08910156,I910,35.26668356,-80.78214624
02756720,C754,35.37029271,-80.79202671
08914210,I910,35.27457283,-80.77910089
08918305,I910,35.27837452,-80.77745169
08919126,I910,35.26838439,-80.77906138
02741429,C711,35.33971447,-80.8032104
04520252,E527,35.28436344,-80.81830662
02745123,C709,35.3461532,-80.79058264
15718275,P714,35.18018999,-80.79530972
22101470,W123,35.08587038,-80.91277999
21731257,V731,35.05355462,-81.03362531
13528173,N519,35.16280464,-80.67129421
00711412,A732,35.47164282,-80.82924053
02708727,C717TH,35.37929593,-80.78718658
21729330,V711,35.0742635,-81.02378171
03710516,D741,35.3241399,-80.8692984
07110416,G905,35.24304444,-80.86389
01319124,B319,35.41700758,-80.9377393
21932671,V917,35.09308253,-80.9807809
10818216,K822,35.23931168,-80.70195686
23111128,X122,35.05201876,-80.7517962
10818231,K822,35.24037159,-80.70221289
02742224,C727,35.34649468,-80.81178126
23125870,X114,35.07874117,-80.73117302
02743124,C715,35.34872791,-80.78905154
23125963,X114,35.07829865,-80.73046123
02727139,C715,35.33902203,-80.77986905
02729106,C715,35.34294242,-80.78147184
02729302,C715,35.34305722,-80.7857346
02731242,C715,35.35064844,-80.7840437
02742112,C727,35.34576326,-80.81416086
02742383,C720,35.34272155,-80.81412927
22327318,W351,35.03301879,-80.84246951
18322552,S321,35.15624307,-80.82242524
10818434,K822,35.24403957,-80.70591827
11113201,L137,35.22357961,-80.68382667
18501606,S520,35.1712298,-80.8035854
18511125,S540,35.16194352,-80.79654873
01943313,B925,35.41845612,-80.81579203
01513305,B524,35.38444908,-80.90425626
01741363,B721,35.39664566,-80.84450882
11120609,L135,35.23128073,-80.6474214
19916288,T904,35.14678946,-81.01140182
19916308,T904,35.14375347,-81.00850946
11322260,L311,35.22649823,-81.00312049
09910106,J911,35.25014102,-80.76136341
10112530,K109,35.22066219,-80.76438181
10113107,K109,35.21997984,-80.76212659
10312107,K310,35.21033983,-80.7420979
01927217,B917,35.40814715,-80.82781002
02763408,C747,35.35220531,-80.80370135
10907454,K902,35.21556389,-80.70332619
04921309,E921,35.28423694,-80.73736951
04921337,E921,35.28368672,-80.73830896
05504234,F509,35.27854183,-80.94678581
10106608,K111,35.2249657,-80.76953631
10923417,K917,35.20567611,-80.70432378
05137206,F111,35.29788197,-80.72011114
11102248,L102,35.24908659,-80.67278576
00110718,A144,35.47981971,-80.89873281
00907456,A933,35.42820766,-80.87967036
01316361,B312,35.40791756,-80.9359052
02976604,C932,35.39453032,-80.75950044
00747564,A726,35.45029439,-80.77327328
01925310,B902,35.4271498,-80.81039707
19336445,T313,35.16171468,-80.72143648
13103225,N303,35.20912704,-80.76767434
21722368,V732,35.08624821,-81.03096768
10804433,K935,35.23377149,-80.70572349
04912245,E923,35.27050578,-80.74402496
19302457,T314,35.17100784,-80.72366306
03308354,D317,35.3194045,-80.90358026
19328105,T302,35.12259716,-80.70320139
19333930,T312,35.13570352,-80.7011644
19340527,T349,35.13657723,-80.7041356
02922132,C944,35.37088719,-80.75323001
11120650,L135,35.23086929,-80.64548355
10706246,K721,35.25089036,-80.74058258
10818536,K822,35.24132454,-80.70002656
10818538,K822,35.24111023,-80.70031987
23123222,X103,35.05086319,-80.75852464
01110572,B114,35.43067234,-80.76439062
01110587,B114,35.43091844,-80.76538906
02930458,C951,35.37168151,-80.76892833
11113143,L139,35.22301248,-80.67279514
11113315,L139,35.21863215,-80.67070601
11113332,L139,35.22055668,-80.67100687
19347108,T326,35.12826201,-80.69132848
08310420,I306TH,35.2362247,-80.80928136
00907404,A933,35.42914231,-80.87689218
01120727,B120,35.42475073,-80.82555161
02929111,C939,35.38828099,-80.78148688
00754346,A744,35.46601968,-80.8176188
03518638,D519,35.30756899,-80.91403914
19336462,T313,35.16219034,-80.71982909
11120235,L135,35.23012601,-80.65141542
21722370,V732,35.08651219,-81.0312933
10804416,K935,35.23385394,-80.70516374
10810228,K815,35.2355107,-80.67576055
10810344,K815,35.23615366,-80.6710304
14306217,O503,35.20328902,-80.91363465
03308334,D317,35.3201741,-80.90693325
19314215,T303,35.16138287,-80.71054559
03115432,D130,35.3099689,-80.97853899
03115449,D130,35.31123503,-80.98282536
10818851,K822,35.24434766,-80.70137624
11139340,L107,35.24659757,-80.66706156
11139440,L107,35.24596414,-80.66616494
01110615,B114,35.43082287,-80.76284414
11113368,L139,35.22028489,-80.66947446
00331472,A323,35.49535181,-80.82789693
01516756,B507,35.38479668,-80.91659019
03519609,D513,35.29949836,-80.90391875
00521256,A526,35.47661505,-80.86113849
02719422,C743,35.35021087,-80.8150966
10315205,K313,35.22117418,-80.74005132
03145518,D109,35.30629084,-80.98411979
01706632,B703,35.37755145,-80.83699309
13901472,N929,35.185008,-80.63419241
01937265,B916,35.40293915,-80.8225564
01943522,B925,35.42093117,-80.81445925
11121577,L141,35.23854164,-80.64730649
08314655,I306TH,35.23568707,-80.80836583
13531337,N522,35.15957843,-80.69195781
06503219,G514,35.24760238,-80.89182863
21723425,V732,35.09372845,-81.03884479
04305806,E320,35.312629,-80.82779418
02733110,C715,35.34909913,-80.77984476
11122676,L135,35.22883396,-80.63812348
10525309,K513,35.26660234,-80.69050428
10527165,K511,35.27282102,-80.66865118
10531127,K520,35.27220603,-80.67665458
10702633,J903,35.24151493,-80.74600519
09918101,J902,35.23351297,-80.75722577
02743128,C715,35.34831635,-80.78764099
10112116,K109,35.21931702,-80.76942656
10112318,K109,35.21910947,-80.7659001
02746126,C727,35.34630025,-80.81484008
02747179,C730,35.3379682,-80.78330616
03141496,D111,35.28767494,-80.9555339
05121422,F120,35.30647389,-80.68086137
00186204,A162,35.46787334,-80.89082149
06901518,G905,35.24499262,-80.86142133
21904754,V917,35.08944395,-80.96933792
21112128,V104,35.13035721,-80.79851096
02750401,E314,35.31488453,-80.79232217
19353314,T346,35.14429169,-80.70444969
21706358,V728,35.06435018,-81.02089635
19501517,T515,35.13739926,-80.67350032
21918306,V920,35.08998209,-80.99357695
19703125,T701,35.17482863,-80.63946273
10501430,K527,35.27391112,-80.73616709
00511370,A523,35.47068067,-80.87832125
07510697A,AP09,35.24737888,-80.84066868
10932167,K917,35.19675841,-80.69607274
10936410,K923,35.20100071,-80.682845
10938143,K919,35.2080358,-80.68348468
10941424,K921,35.20820324,-80.68862005
11152201,L119,35.23215217,-80.66184394
11131106,L120,35.24363762,-80.66536364
10942511,K921,35.20267872,-80.69027789
10945152,K910,35.21589374,-80.71797518
11143169,L125,35.24550608,-80.64609805
11322344,L303,35.22439217,-81.01024932
04532265,E526,35.29794335,-80.83824904
00535864,A511,35.4511911,-80.85747401
11105151,L113,35.26104075,-80.65663747
11106513,L110,35.25140247,-80.66425387
11106518,L110,35.25071423,-80.66354805
11119343,L101,35.21546711,-80.66028905
16102636,Q110,35.19703484,-80.77804843
02112328,C112,35.39703074,-80.77479199
05509330,F522,35.2807808,-80.96262511
19919143,T935,35.15225164,-80.97263871
13718408,N724,35.19665049,-80.66081061
11122322,L135,35.23034568,-80.64234834
18304157,S323,35.16476534,-80.80418029
01946218,B917,35.40922866,-80.83462428
19713135,T726,35.18311208,-80.59666111
21719304,V708,35.07450802,-81.04505672
10908436,K902,35.21424356,-80.69678121
11335343,L311,35.23102622,-80.99311834
11335613,L311,35.22501009,-80.99687514
10946320,K910,35.2133848,-80.71755474
19943240,T911,35.12183469,-80.98620136
19943251,T911,35.11988992,-80.98545394
19944169,T930,35.10073764,-81.03054418
19955375,T932,35.10262679,-80.99791697
19302213,T309,35.17350315,-80.72448116
20113723,U110,35.14615388,-80.95950805
22905808,W942,35.03192563,-80.82125671
20716118,U713,35.10867039,-80.86566837
00319536,A324,35.48925758,-80.86391732
20902104,U940,35.13485539,-80.81147436
20902251,U940,35.13385608,-80.81393267
20904224,U920,35.13007878,-80.81389612
00929406,A926,35.43511345,-80.87391669
00931425,A902,35.42501616,-80.87772235
01504164,B512,35.40411655,-80.90492491
10713207,K708,35.25115182,-80.73430442
02976513,C931,35.38719134,-80.76566863
02976723,C932,35.39433904,-80.75819096
03119552,D123,35.32394223,-80.96314067
02906660,C909,35.34246064,-80.70567776
01706364,B703,35.38267116,-80.83475372
01706431,B703,35.38106106,-80.83540321
13906318,N929,35.19401219,-80.63160609
21703228,V712,35.07044393,-81.00989454
02718601,C745,35.36195974,-80.81341498
11308319,L314,35.22075169,-81.00108814
11308330,L314,35.21846088,-81.00000806
11121127,L141,35.23549731,-80.64355443
21722562,V732,35.09155773,-81.03872444
04114457,E116,35.28688647,-80.8423549
02728211,C715,35.34371926,-80.77843172
02729156,C715,35.34519511,-80.78433042
02761111,C758,35.36478595,-80.80800337
02768239,C731,35.32116381,-80.78964171
02740335,C712,35.3365955,-80.78904411
02744253,C730,35.33089523,-80.78050439
03145610,D109,35.31053424,-80.98542115
03519606,D513,35.29993665,-80.90408832
03707240,D722,35.32332091,-80.8962937
04512315,E511,35.29364442,-80.80251093
04734712,E716,35.30021922,-80.79695456
16309142,S511,35.17516062,-80.78203663
11103752,L103,35.24014357,-80.66885424
02718706,C745,35.36200879,-80.8183698
02718773,C745,35.36427324,-80.81581556
14518529,O505,35.20868566,-80.89801368
05301215,F314,35.28162214,-80.97518927
05301224,F314,35.28129325,-80.97330782
09507488,J511,35.22284026,-80.80632612
19501552,T515,35.13912543,-80.67229921
21706314,V728,35.06244183,-81.02238052
19513502,T522,35.1342689,-80.64476493
19517221,T511,35.14426404,-80.65606143
19518206,T519,35.167707,-80.65514939
19729213,T721,35.16613427,-80.61318631
22903219,W960,35.0182721,-80.82495188
22903234,W960,35.01578768,-80.82607848
19919243,T905,35.15332146,-80.97465018
11123684,L112,35.2288063,-80.63308439
19905616,T932,35.1091063,-80.99389794
05325183,F313,35.28954922,-80.98363247
13908245,N901,35.20641237,-80.62875641
13945127,N925,35.20039801,-80.60371139
10923314,K917,35.2060529,-80.70865921
05325406,F313,35.28544296,-80.9769256
11335714,L311,35.22808921,-80.99947309
10939228,K920,35.2053645,-80.6771094
10946115,K913,35.2156461,-80.7207213
05519247,F517,35.26995991,-80.95905672
20113612,U110,35.14296601,-80.96013186
20134147,U110,35.14792373,-80.97085074
22905825,W942,35.03236732,-80.81989522
00321527,A330,35.49735355,-80.86089843
00328253,A310,35.50999755,-80.841699
00502214,A511,35.4546811,-80.8479284
00521275,A526,35.47750924,-80.86063036
20908358,U920,35.13629428,-80.82683004
20908415,U930,35.1359198,-80.82846761
00932185,A907,35.41555833,-80.87526775
23104142,X140,35.06625502,-80.75816149
01927329,B917,35.40535713,-80.83065745
21726150,V726,35.06790351,-81.01710269
02919302,C906,35.36933424,-80.74233814
02930247,C943,35.37002668,-80.76269055
20135311,U122,35.11963765,-80.96941605
03523303,D521,35.29398781,-80.92878116
03523317,D521,35.29370762,-80.9295354
13110320,N110,35.20444445,-80.77694152
13113313,N110,35.19975444,-80.76769393
10903317,K910,35.21851967,-80.71109685
10903427,K910,35.21567453,-80.71039524
21129349,V105,35.10629349,-80.79512278
00713459,A738,35.46185137,-80.83632642
00713652,A738,35.46174332,-80.84124381
01927240,B917,35.4060071,-80.82994326
22937533,W943,35.02859206,-80.82053765
01746521,B702,35.39289344,-80.87411725
10724419,K716,35.24275099,-80.72069933
02906459,C909,35.34477329,-80.7087686
02912414,C930,35.34360556,-80.74672901
02922604,C944,35.37116466,-80.74904741
10813121,K715,35.23139639,-80.71744457
10808407,K811,35.24427085,-80.69146878
02976552,C931,35.38896484,-80.76587687
03123809,D121,35.3406968,-80.96678182
13109408,N110,35.20383682,-80.77961804
13311410,N302,35.1893548,-80.74848709
19919625,T903,35.15316688,-80.97983791
19919758,T903,35.15226269,-80.97828455
13319303,N312,35.19107325,-80.73564063
21726326,V726,35.06644205,-81.01780496
19925133,T908,35.1687983,-80.97586582
22101476,W123,35.08521737,-80.90991168
00748328,A740,35.45973098,-80.78276103
00711352,A732,35.47419972,-80.8281392
12510513B,RE03,35.21424018,-80.83199752
02915411,C905,35.34999391,-80.73821599
02754312,C753,35.37451814,-80.79455049
02756739,C754,35.37107005,-80.79174126
00929260,A926,35.43486806,-80.87208668
01133604,B122,35.43790413,-80.81902903
20921117,U932,35.11454034,-80.83524306
02302690,C321,35.37848673,-80.91694711
02302814,C321,35.37478275,-80.9220146
02754589,C754,35.37321996,-80.79438893
02752326,C762,35.36372396,-80.80425661
02754305,C753,35.37486744,-80.79605247
02754718,C753,35.37523219,-80.79327848
12112203,M310,35.20045231,-80.85084204
02746110,C727,35.3468441,-80.81571137
02749150,C722,35.32990117,-80.79624734
02751220,C727,35.34972033,-80.8163969
12524504,M510,35.2074734,-80.83151617
02736204,C720,35.34216082,-80.81086279
02736317,C727,35.34406347,-80.8086625
12705313,M710,35.21102392,-80.81194414
13928210,N925,35.20321593,-80.60088512
19915286,T920,35.13729653,-81.00843124
22150253,W124,35.0644363,-80.88290992
21912221,V916,35.09424927,-80.99395463
20947111,U921,35.09810238,-80.85844105
20947208,U921,35.09828422,-80.85541518
11112442,L101,35.23123334,-80.67586453
11109418,L116,35.23841725,-80.65401672
11133111,L125,35.25157636,-80.64725164
12707312,M710,35.21130054,-80.80785246
11134216,L117,35.25909199,-80.66598282
11135204,L125,35.25230144,-80.64098143
11137103,L125,35.24976287,-80.64456315
11137232,L125,35.2495123,-80.64608394
11140135,L110,35.25152038,-80.67074057
21733339,V724,35.08418784,-81.02849663
05151210,F103,35.30194659,-80.68067349
20953113,U919,35.10674931,-80.85280031
20953120,U919,35.10559801,-80.85135843
21101130,V120,35.12701545,-80.78146232
21106107,V110,35.11891783,-80.79255004
21116220,V163,35.11596347,-80.81984723
21126436,V145,35.10091299,-80.79314219
13522124,N501,35.18015783,-80.6842194
01541208,B504,35.41341082,-80.91096137
01717308,CRB710,35.39494129,-80.86889647
01717323,CRB710,35.39494129,-80.86889647
01717325,CRB710,35.39494129,-80.86889647
13537136,N519,35.15380616,-80.67788542
13540214,N506,35.18387754,-80.72142909
04304858,E320,35.31076511,-80.82312686
19954111,T935,35.15068092,-80.97682342
19954128,T935,35.14829434,-80.97751474
19954162,T935,35.14775097,-80.97742207
05522329,F518,35.25684008,-80.95999604
22706377,W747,35.10294663,-80.76388272
22327349,W304,35.03244652,-80.84367785
01502226,B521,35.40689015,-80.91666449
19916152,T904,35.14016232,-81.01081383
19916169,T904,35.13961132,-81.01162006
23113229,X134,35.04656128,-80.76686371
04540339,E517,35.30587225,-80.82161006
04540375,E517,35.30651845,-80.82174032
04921331,E921,35.28442451,-80.73788474
10518318,K526,35.28677005,-80.68713029
22309155,W337,35.03579102,-80.855171
13704507,N729,35.19190235,-80.66582832
02763216,C747,35.35048741,-80.80523265
02114255,C104,35.3814442,-80.79653812
02928205,C949,35.37569608,-80.76957626
19332247,T325,35.13534922,-80.68836003
02754501,C754,35.37347526,-80.79529656
05325289,F313,35.28476147,-80.98306261
02925249,C945,35.39089581,-80.77635034
03111283,D122,35.31549095,-80.96100085
02752513,C762,35.36319344,-80.80446227
02753243,C727,35.34528071,-80.82152989
20919272,U909,35.1262854,-80.84214196
20147312,U125,35.15196826,-80.9596576
20929205,U916,35.09502377,-80.84241585
20930231,U911,35.1055594,-80.82935058
02742348,C720,35.34094218,-80.81268135
12309112,M310,35.21005902,-80.84482048
02736114,C727,35.34161569,-80.80946736
12706304,M710,35.21389329,-80.81149449
12710519,M710,35.2088116,-80.8092412
12710530,M710,35.2095115,-80.80922494
11107205,L113,35.2588809,-80.65092864
11711116,L701,35.22216464,-80.91275284
00328545,A322,35.50876575,-80.85179192
21730203,V725,35.08787322,-81.02834669
12523330,M510,35.20752412,-80.82900831
05151162,F103,35.29958153,-80.68157898
19927255,T907,35.17059565,-80.98170111
13502267,N513,35.19379197,-80.71978591
13506214,N507,35.17914356,-80.72164849
13507243,N510,35.19104978,-80.7141708
13508220,N510,35.18996703,-80.71685413
13508401,N510,35.19017342,-80.71874444
13508451,N510,35.18668334,-80.7185621
21103104,V110,35.12068817,-80.79016023
21112233,V130,35.13249271,-80.80355792
21115248,V131,35.12570184,-80.81008187
21123122,V124,35.09335333,-80.81663095
21131208,V115,35.11158411,-80.78481043
21133604,V111,35.09644926,-80.83576167
13518317,N504,35.18291285,-80.70409188
00110163,A105,35.4776168,-80.89594293
01502208,B521,35.40407844,-80.91331219
02772334,C745,35.36008015,-80.81077196
21904531,V917,35.08935191,-80.97262637
21104318,V102,35.11822181,-80.78815979
01717306,CRB710,35.39494129,-80.86889647
01717356,CRB710,35.39494129,-80.86889647
23123157,X103,35.0528736,-80.75833404
04304735,E320,35.30915621,-80.82070163
13545156,N504,35.18585596,-80.69438662
13720202,N722,35.18527037,-80.68097141
19954273,T935,35.15188606,-80.97204358
00112214,A137,35.48780819,-80.90304508
21722410,V732,35.08816305,-81.03257108
20906170,U930,35.14239987,-80.82798462
01502353,B521,35.4077289,-80.91581115
01502224,B521,35.40639479,-80.91665016
00715235,A701,35.46839277,-80.81719815
21707137,V713,35.07535295,-81.04049732
21707154,V713,35.07416046,-81.04077566
03731318,D727,35.31600639,-80.87355875
03920257,D907,35.29115775,-80.88396931
13901560,N929,35.18532942,-80.63363934
02755242,C752,35.35970916,-80.78832212
02758610,C756,35.37341427,-80.80241031
02311171,C301,35.33722747,-80.93927386
02747181,C730,35.33769492,-80.78270291
02746123,C727,35.3466099,-80.81540318
02751142,C727,35.3496709,-80.81779023
02938135,C903,35.34153964,-80.71075545
02770116,E314,35.31929894,-80.79446937
01503449,B520,35.40890382,-80.91460848
00719405,A702,35.45367971,-80.78916677
22721640,W964,35.10570963,-80.72915773
12309218,M310,35.21071551,-80.84662821
12309516,M310,35.20981797,-80.84764383
12310407,M310,35.20712626,-80.84274577
10818838,K822,35.24691367,-80.70272747
08310419,I306TH,35.23615132,-80.80923559
11139337,L107,35.24714754,-80.66694573
01706539,B703,35.37862343,-80.83725484
01943627,B925,35.4217292,-80.81426009
11121601,L141,35.23820738,-80.64500717
11121561,L141,35.23752065,-80.64516425
08314654,I306TH,35.23578914,-80.80837389
11113563,L140,35.22490336,-80.68128678
02768104,C731,35.31984173,-80.78586784
02770205,E314,35.32019581,-80.79139476
02746313,C727,35.34640869,-80.81793419
21714714,V731,35.05228626,-81.0335778
02744204,C730,35.33475467,-80.78135237
02751211,C727,35.34893469,-80.81592976
02938133,C903,35.3420618,-80.71086498
02754127,C753,35.37633077,-80.79633369
02771221,C759,35.35974809,-80.79652538
02941275,C902,35.37490702,-80.77643375
21718305,V716,35.06636512,-81.05465079
05522228,F518,35.26004252,-80.96130687
18727404,S729TH,35.13282479,-80.78505037
12311315,M310,35.20598317,-80.84801985
12511407,M510,35.21063003,-80.83131692
21933218,V917,35.09820661,-80.98020644
21933250,V917,35.09732909,-80.98047415
01110539,B114,35.42818704,-80.76285152
23121585,X137,35.0808189,-80.71777587
11113304,L139,35.21984172,-80.67152204
01706327,B703,35.37950486,-80.84032673
01706329,B703,35.37991723,-80.8404285
01706434,B703,35.3813567,-80.83543438
02906678,C909,35.34012634,-80.70427221
05922574,F928,35.26804627,-80.93698573
02718523,C745,35.36145546,-80.81388217
02718555,C745,35.36377323,-80.81343998
10508126,K529,35.26969112,-80.72574748
11308308,L314,35.22229695,-81.00160505
11121767,L141,35.2353768,-80.649454
21310533,V310,35.13830147,-80.7592536
13531372,N522,35.15800379,-80.69541837
02770128,E314,35.32021885,-80.79323193
21313567,V311,35.14379028,-80.75417179
11143238,L126,35.24154069,-80.6438384
21338148,V330,35.12261269,-80.74152415
11152143,L119,35.23425014,-80.65936687
09306614,J311,35.24174042,-80.79121022
02312116,C301,35.33290023,-80.95997387
21723318,V732,35.09544917,-81.04084045
04114446,E116,35.28572555,-80.84690966
12703130,CRM713,35.21323532,-80.81744325
01506631,B526,35.39191548,-80.90983071
14518109,O505,35.21050824,-80.90224977
11501209,L711,35.21604662,-80.91001744
05918421,F926,35.2525894,-80.93398134
06107147,G110,35.2306572,-80.90646777
14911301,O911,35.1826339,-80.86770826
14912414,O912,35.18502153,-80.86106143
22910803,W950,35.05300639,-80.80774015
02942113,C921,35.37483575,-80.77592707
12902325,M911,35.21866529,-80.79972212
20922240,U942,35.10784818,-80.84596804
19316222,T315,35.16038618,-80.70092832
09507487,J511,35.22282594,-80.80679427
13111213,N110,35.20208999,-80.7723666
01505624,B509,35.40070835,-80.921787
05509313,F522,35.27947438,-80.96253844
05922583,F928,35.2702793,-80.93692654
02708826,C717TH,35.37937514,-80.78674145
22365146,W367,35.03922749,-80.85681829
01105234,B126,35.44360618,-80.82770657
03717649,D742,35.32247851,-80.85152679
02755232,C752,35.36079426,-80.78611781
05522553,F518,35.25835694,-80.96479872
19518513,T521,35.16883497,-80.66021789
21348318,V310,35.14067853,-80.75860764
21515106,V501,35.13178867,-80.66629222
21519145,V503,35.12301425,-80.68394228
01741439,B721,35.39469305,-80.84606379
04302321,E330,35.30788943,-80.81838017
12706222,M710,35.21520887,-80.81067313
01502430,B521,35.40428365,-80.91897728
12907318,M910,35.20913237,-80.7944655
03518661,D519,35.3065326,-80.91530032
03518620,D519,35.30829493,-80.91496067
03518639,D519,35.30744598,-80.91391766
21146143,V116,35.09912989,-80.80291102
21150159,V117,35.12307938,-80.78456488
21152147,V127,35.09109456,-80.81439218
21160403,V162,35.12026837,-80.80742906
21165223,V166,35.08773574,-80.82720612
21307524,V318,35.12286345,-80.77910892
09104340,J114,35.24954813,-80.786775
14507528,O511,35.20110531,-80.88269833
14511305,O511,35.20286803,-80.8924806
14511348,O511,35.20096044,-80.89031802
04325309,E302,35.30417793,-80.81373082
19302211,T301,35.17409191,-80.72247607
09109546,J113,35.2452283,-80.80046839
21717401,V733,35.06171893,-81.04684684
19342371,T323,35.16418548,-80.72668978
21706307,V728,35.06186866,-81.02060676
04305783,E320,35.31707108,-80.8299248
02936338,C937,35.34425382,-80.76522745
02936414,C948,35.34794041,-80.76324831
21907312,V911,35.09611737,-80.99016395
05924180,F911,35.24669723,-80.91976393
22351313,W358,35.02309558,-80.85413496
23123247,X103,35.05090342,-80.75947324
21722502,V732,35.09230743,-81.03740015
04305822,E320,35.31114261,-80.82666381
04114429,E116,35.28497715,-80.84515584
02718772,C745,35.36431828,-80.81598883
02718774,C745,35.36423311,-80.81564113
02772414,C745,35.36538554,-80.81245994
21343213,V324,35.10592276,-80.77642544
11316201,L301,35.21688459,-80.97717443
14703122,M110,35.20111761,-80.86362848
14704121,O707,35.19496025,-80.8625459
14709108,O711,35.19254703,-80.85449039
14709505,O711,35.19455138,-80.85528941
06102810,G113,35.22647787,-80.90393282
06109705,G110,35.23316415,-80.90064862
06307404,G310,35.26020862,-80.89715728
14518528,O505,35.20885685,-80.89803737
21908126,V723,35.08050285,-80.9874236
05301244,F314,35.28294256,-80.97305709
11103654,L107,35.24835231,-80.67141733
05509205,F522,35.27862603,-80.96249451
02302674,C321,35.3768883,-80.9185322
02302717,C321,35.3772372,-80.91913207
22908552,W953,35.04088268,-80.80859482
11120505,L135,35.22911355,-80.64745406
00747329,A726,35.44631864,-80.77531356
00747712,A726,35.4475188,-80.77285977
00747412,A726,35.45109325,-80.77387596
22917314,W968,35.05113887,-80.78125758
07322179,CRH325,35.23220031,-80.85592838
22365109,W367,35.04013851,-80.85681853
02754113,C753,35.37702377,-80.79746993
02925275,C945,35.38955062,-80.77353528
04520234,E527,35.28459142,-80.81778732
21933109,V917,35.093649,-80.97982436
02944444,C907,35.37912421,-80.76826094
02946224,C911,35.35952025,-80.78093263
10818310,K822,35.24090743,-80.70427176
02913208,C930,35.34838047,-80.75379194
10818411,K822,35.24200659,-80.70404722
04104254,E126,35.27732754,-80.83672511
02922319,C944,35.37029776,-80.75144447
11113237,L137,35.22078624,-80.68115927
19518461,T521,35.1692061,-80.65507836
01513308,B524,35.38471113,-80.90493997
04302242,E330,35.30839121,-80.8191367
21914151,V910,35.10680736,-80.97095369
01925311,B902,35.42717162,-80.81019404
21917108,V910,35.10563299,-80.96815002
21917151,V910,35.10445221,-80.97023528
12521409,M510,35.20996506,-80.83474605
12705202,M710,35.21144971,-80.81115772
12705509,M711,35.21403463,-80.81532945
00754330,A744,35.46804018,-80.81896215
12902312,M911,35.21741881,-80.80049222
12909134,M910,35.21447447,-80.78389414
01911436,B909,35.38526568,-80.82457482
21135507,V163,35.11102917,-80.81905295
21136609,V123,35.12850418,-80.8072341
21139138,V116,35.10010662,-80.80474607
13932103,N911,35.21034342,-80.60145678
13944110,N904,35.19985705,-80.59756625
14501516,O507,35.20653031,-80.87468024
21721326,V724,35.08401546,-81.03713695
21722369,V732,35.08638086,-81.03112607
10804432,K935,35.23384229,-80.70586698
00939612,A935,35.42324167,-80.90127041
13901461,N929,35.18358675,-80.63222089
10517439,K525,35.29746549,-80.67996188
04305285,E301,35.3176987,-80.82696063
